 TTY,NAME,RXCUI,TTY,PARENT NDC FROM CDC,PARENT RXCUI,STRING MATCH
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol],856984,SBD,64376064301,856980,HYDROCODONE
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Vicodin],1310270,SBD,64376064301,856980,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG [Xodol],856982,SBDC,64376064301,856980,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG [Vicodin],1310268,SBDC,64376064301,856980,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Xodol],1147394,SBDF,64376064301,856980,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Vicodin],856906,SBDF,64376064301,856980,HYDROCODONE
SCD,Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet,856980,SCD,64376064301,856980,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Tablet,370641,SCDF,64376064301,856980,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,64376064301,856980,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Pill,1151550,SCDG,64376064301,856980,HYDROCODONE
SBDG,Xodol Pill,1186433,SBDG,64376064301,856980,
SBDG,Xodol Oral Product,1186434,SBDG,64376064301,856980,
SBDG,Vicodin Pill,1310179,SBDG,64376064301,856980,
SBDG,Vicodin Oral Product,1310200,SBDG,64376064301,856980,
BN,Xodol,540447,BN,68084085295,856987,
BN,Vicodin,128793,BN,68084085295,856987,
BPCK,,,,68084085295,856987,
GPCK,,,,68084085295,856987,
MIN,Acetaminophen / Hydrocodone,214182,MIN,68084085295,856987,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,68084085295,856987,HYDROCODONE
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Xodol],856991,SBD,68084085295,856987,HYDROCODONE
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin],1310202,SBD,68084085295,856987,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG [Xodol],856989,SBDC,68084085295,856987,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG [Vicodin],1310197,SBDC,68084085295,856987,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Xodol],1147394,SBDF,68084085295,856987,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Vicodin],856906,SBDF,68084085295,856987,HYDROCODONE
SCD,Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet,856987,SCD,68084085295,856987,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Tablet,370641,SCDF,68084085295,856987,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,68084085295,856987,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Pill,1151550,SCDG,68084085295,856987,HYDROCODONE
SBDG,Xodol Pill,1186433,SBDG,68084085295,856987,
SBDG,Xodol Oral Product,1186434,SBDG,68084085295,856987,
SBDG,Vicodin Pill,1310179,SBDG,68084085295,856987,
SBDG,Vicodin Oral Product,1310200,SBDG,68084085295,856987,
BN,Xodol,540447,BN,68084099011,856992,
BN,Vicodin,128793,BN,68084099011,856992,
BPCK,,,,68084099011,856992,
GPCK,,,,68084099011,856992,
MIN,Acetaminophen / Hydrocodone,214182,MIN,68084099011,856992,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,68084099011,856992,HYDROCODONE
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Xodol],856996,SBD,68084099011,856992,HYDROCODONE
SBD,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Vicodin],1310212,SBD,68084099011,856992,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG [Xodol],856994,SBDC,68084099011,856992,HYDROCODONE
SBDC,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG [Vicodin],1310208,SBDC,68084099011,856992,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Xodol],1147394,SBDF,68084099011,856992,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Vicodin],856906,SBDF,68084099011,856992,HYDROCODONE
SCD,Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet,856992,SCD,68084099011,856992,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Tablet,370641,SCDF,68084099011,856992,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,68084099011,856992,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Pill,1151550,SCDG,68084099011,856992,HYDROCODONE
SBDG,Xodol Pill,1186433,SBDG,68084099011,856992,
SBDG,Xodol Oral Product,1186434,SBDG,68084099011,856992,
SBDG,Vicodin Pill,1310179,SBDG,68084099011,856992,
SBDG,Vicodin Oral Product,1310200,SBDG,68084099011,856992,
BN,Zamicet,804747,BN,121477115,856944,
BPCK,,,,121477115,856944,
GPCK,,,,121477115,856944,
MIN,Acetaminophen / Hydrocodone,214182,MIN,121477115,856944,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,121477115,856944,HYDROCODONE
SBD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution [Zamicet],856946,SBD,121477115,856944,HYDROCODONE
SBDC,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML [Zamicet],856945,SBDC,121477115,856944,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Solution [Zamicet],804749,SBDF,121477115,856944,HYDROCODONE
SCD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution,856944,SCD,121477115,856944,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Solution,370759,SCDF,121477115,856944,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Liquid Product,1151548,SCDG,121477115,856944,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,121477115,856944,HYDROCODONE
SBDG,Zamicet Oral Liquid Product,1187023,SBDG,121477115,856944,
SBDG,Zamicet Oral Product,1187024,SBDG,121477115,856944,
BN,Zamicet,804747,BN,121477107,856944,
BPCK,,,,121477107,856944,
GPCK,,,,121477107,856944,
MIN,Acetaminophen / Hydrocodone,214182,MIN,121477107,856944,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,121477107,856944,HYDROCODONE
SBD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution [Zamicet],856946,SBD,121477107,856944,HYDROCODONE
SBDC,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML [Zamicet],856945,SBDC,121477107,856944,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Solution [Zamicet],804749,SBDF,121477107,856944,HYDROCODONE
SCD,Acetaminophen 21.7 MG/ML / Hydrocodone Bitartrate 0.67 MG/ML Oral Solution,856944,SCD,121477107,856944,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Solution,370759,SCDF,121477107,856944,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Liquid Product,1151548,SCDG,121477107,856944,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,121477107,856944,HYDROCODONE
SBDG,Zamicet Oral Liquid Product,1187023,SBDG,121477107,856944,
SBDG,Zamicet Oral Product,1187024,SBDG,121477107,856944,
BN,Verdrocet,1542976,BN,63629473101,857391,
BPCK,,,,63629473101,857391,
GPCK,,,,63629473101,857391,
MIN,Acetaminophen / Hydrocodone,214182,MIN,63629473101,857391,HYDROCODONE
PIN,Hydrocodone Bitartrate,142439,PIN,63629473101,857391,HYDROCODONE
SBD,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG Oral Tablet [Verdrocet],1542981,SBD,63629473101,857391,HYDROCODONE
SBDC,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG [Verdrocet],1542977,SBDC,63629473101,857391,HYDROCODONE
SBDF,Acetaminophen / Hydrocodone Oral Tablet [Verdrocet],1542978,SBDF,63629473101,857391,HYDROCODONE
SCD,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG Oral Tablet,857391,SCD,63629473101,857391,HYDROCODONE
SCDF,Acetaminophen / Hydrocodone Oral Tablet,370641,SCDF,63629473101,857391,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Oral Product,1151549,SCDG,63629473101,857391,HYDROCODONE
SCDG,Acetaminophen / Hydrocodone Pill,1151550,SCDG,63629473101,857391,HYDROCODONE
SBDG,Verdrocet Oral Product,1542979,SBDG,63629473101,857391,
SBDG,Verdrocet Pill,1542980,SBDG,63629473101,857391,
BN,,,,50383007906,993755,
BPCK,,,,50383007906,993755,
GPCK,,,,50383007906,993755,
MIN,Acetaminophen / Codeine,817579,MIN,50383007906,993755,CODEINE
PIN,Codeine Phosphate,2672,PIN,50383007906,993755,CODEINE
SBD,,,,50383007906,993755,
SBDC,,,,50383007906,993755,
SBDF,,,,50383007906,993755,
SCD,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution,993755,SCD,50383007906,993755,CODEINE
SCDF,Acetaminophen / Codeine Oral Solution,370751,SCDF,50383007906,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Liquid Product,1155597,SCDG,50383007906,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Product,1155598,SCDG,50383007906,993755,CODEINE
SBDG,,,,50383007906,993755,
BN,,,,17856007902,993755,
BPCK,,,,17856007902,993755,
GPCK,,,,17856007902,993755,
MIN,Acetaminophen / Codeine,817579,MIN,17856007902,993755,CODEINE
PIN,Codeine Phosphate,2672,PIN,17856007902,993755,CODEINE
SBD,,,,17856007902,993755,
SBDC,,,,17856007902,993755,
SBDF,,,,17856007902,993755,
SCD,Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution,993755,SCD,17856007902,993755,CODEINE
SCDF,Acetaminophen / Codeine Oral Solution,370751,SCDF,17856007902,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Liquid Product,1155597,SCDG,17856007902,993755,CODEINE
SCDG,Acetaminophen / Codeine Oral Product,1155598,SCDG,17856007902,993755,CODEINE
SBDG,,,,17856007902,993755,
,,,,54800204,,
BN,Percodan Reformulated May 2009,848769,BN,378611701,848768,
BN,Endodan Reformulated May 2009,848763,BN,378611701,848768,
BPCK,,,,378611701,848768,
GPCK,,,,378611701,848768,
MIN,Aspirin / Oxycodone,214256,MIN,378611701,848768,
PIN,Oxycodone Hydrochloride,82063,PIN,378611701,848768,
SBD,Aspirin 325 MG / Oxycodone Hydrochloride 4.84 MG Oral Tablet [Percodan Reformulated May 2009],848772,SBD,378611701,848768,
SBD,Aspirin 325 MG / Oxycodone Hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009],848928,SBD,378611701,848768,
SBDC,Aspirin 325 MG / Oxycodone Hydrochloride 4.84 MG [Percodan Reformulated May 2009],848770,SBDC,378611701,848768,
SBDC,Aspirin 325 MG / Oxycodone Hydrochloride 4.84 MG [Endodan Reformulated May 2009],848927,SBDC,378611701,848768,
SBDF,Aspirin / Oxycodone Oral Tablet [Endodan Reformulated May 2009],848765,SBDF,378611701,848768,
SBDF,Aspirin / Oxycodone Oral Tablet [Percodan Reformulated May 2009],848771,SBDF,378611701,848768,
SCD,Aspirin 325 MG / Oxycodone Hydrochloride 4.84 MG Oral Tablet,848768,SCD,378611701,848768,
SCDF,Aspirin / Oxycodone Oral Tablet,374711,SCDF,378611701,848768,
SCDG,Aspirin / Oxycodone Oral Product,1153749,SCDG,378611701,848768,
SCDG,Aspirin / Oxycodone Pill,1153750,SCDG,378611701,848768,
SBDG,Endodan Reformulated May 2009 Oral Product,1176591,SBDG,378611701,848768,
SBDG,Endodan Reformulated May 2009 Pill,1176592,SBDG,378611701,848768,
SBDG,Percodan Reformulated May 2009 Oral Product,1185791,SBDG,378611701,848768,
SBDG,Percodan Reformulated May 2009 Pill,1185792,SBDG,378611701,848768,
BN,Synalgos-DC,220143,BN,57664041988,1234872,
BPCK,,,,57664041988,1234872,
GPCK,,,,57664041988,1234872,
MIN,Aspirin / Caffeine / dihydrocodeine,689512,MIN,57664041988,1234872,CODEINE
PIN,dihydrocodeine bitartrate,104966,PIN,57664041988,1234872,CODEINE
SBD,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Synalgos-DC],1234976,SBD,57664041988,1234872,CODEINE
SBDC,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Synalgos-DC],1234973,SBDC,57664041988,1234872,CODEINE
SBDF,Aspirin / Caffeine / dihydrocodeine Oral Capsule [Synalgos-DC],366382,SBDF,57664041988,1234872,CODEINE
SCD,Aspirin 356.4 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,1234872,SCD,57664041988,1234872,CODEINE
SCDF,Aspirin / Caffeine / dihydrocodeine Oral Capsule,374757,SCDF,57664041988,1234872,CODEINE
SCDG,Aspirin / Caffeine / dihydrocodeine Oral Product,1153517,SCDG,57664041988,1234872,CODEINE
SCDG,Aspirin / Caffeine / dihydrocodeine Pill,1153518,SCDG,57664041988,1234872,CODEINE
SBDG,Synalgos-DC Oral Product,1186049,SBDG,57664041988,1234872,
SBDG,Synalgos-DC Pill,1186050,SBDG,57664041988,1234872,
BN,Trezix,746611,BN,42195084010,1596108,
BPCK,,,,42195084010,1596108,
GPCK,,,,42195084010,1596108,
MIN,Acetaminophen / Caffeine / dihydrocodeine,689569,MIN,42195084010,1596108,CODEINE
PIN,dihydrocodeine bitartrate,104966,PIN,42195084010,1596108,CODEINE
SBD,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],1190201,SBD,42195084010,1596108,CODEINE
SBDC,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Trezix],1597136,SBDC,42195084010,1596108,CODEINE
SBDF,Acetaminophen / Caffeine / dihydrocodeine Oral Capsule [Trezix],746613,SBDF,42195084010,1596108,CODEINE
SCD,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,1596108,SCD,42195084010,1596108,CODEINE
SCDF,Acetaminophen / Caffeine / dihydrocodeine Oral Capsule,374787,SCDF,42195084010,1596108,CODEINE
SCDG,Acetaminophen / Caffeine / dihydrocodeine Oral Product,1154590,SCDG,42195084010,1596108,CODEINE
SCDG,Acetaminophen / Caffeine / dihydrocodeine Pill,1154591,SCDG,42195084010,1596108,CODEINE
SBDG,Trezix Oral Product,1179687,SBDG,42195084010,1596108,
SBDG,Trezix Pill,1179688,SBDG,42195084010,1596108,
BN,Panlor Reformulated Jan 2018,1995531,BN,68047072001,1812164,
BPCK,,,,68047072001,1812164,
GPCK,,,,68047072001,1812164,
MIN,Acetaminophen / Caffeine / dihydrocodeine,689569,MIN,68047072001,1812164,CODEINE
PIN,dihydrocodeine bitartrate,104966,PIN,68047072001,1812164,CODEINE
SBD,Acetaminophen 325 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet [Panlor Reformulated Jan 2018],1995536,SBD,68047072001,1812164,CODEINE
SBDC,Acetaminophen 325 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Panlor Reformulated Jan 2018],1995532,SBDC,68047072001,1812164,CODEINE
SBDF,Acetaminophen / Caffeine / dihydrocodeine Oral Tablet [Panlor Reformulated Jan 2018],1995533,SBDF,68047072001,1812164,CODEINE
SCD,Acetaminophen 325 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet,1812164,SCD,68047072001,1812164,CODEINE
SCDF,Acetaminophen / Caffeine / dihydrocodeine Oral Tablet,375674,SCDF,68047072001,1812164,CODEINE
SCDG,Acetaminophen / Caffeine / dihydrocodeine Oral Product,1154590,SCDG,68047072001,1812164,CODEINE
SCDG,Acetaminophen / Caffeine / dihydrocodeine Pill,1154591,SCDG,68047072001,1812164,CODEINE
SBDG,Panlor Reformulated Jan 2018 Oral Product,1995534,SBDG,68047072001,1812164,
SBDG,Panlor Reformulated Jan 2018 Pill,1995535,SBDG,68047072001,1812164,
,,,,63629295202,,
BN,Suboxone,352990,BN,55700018430,351266,
BPCK,,,,55700018430,351266,
GPCK,,,,55700018430,351266,
MIN,Buprenorphine / Naloxone,352364,MIN,55700018430,351266,NALOXONE
PIN,,,,55700018430,351266,
SBD,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet [Suboxone],1010608,SBD,55700018430,351266,NALOXONE
SBDC,Buprenorphine 2 MG / Naloxone 0.5 MG [Suboxone],1010601,SBDC,55700018430,351266,NALOXONE
SBDF,Buprenorphine / Naloxone Sublingual Tablet [Suboxone],1010607,SBDF,55700018430,351266,NALOXONE
SCD,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet,351266,SCD,55700018430,351266,NALOXONE
SCDF,Buprenorphine / Naloxone Sublingual Tablet,378762,SCDF,55700018430,351266,NALOXONE
SCDG,Buprenorphine / Naloxone Oral Product,1151359,SCDG,55700018430,351266,NALOXONE
SCDG,Buprenorphine / Naloxone Pill,1151360,SCDG,55700018430,351266,NALOXONE
SCDG,Buprenorphine / Naloxone Sublingual Product,1294831,SCDG,55700018430,351266,NALOXONE
SBDG,Suboxone Oral Product,1180238,SBDG,55700018430,351266,
SBDG,Suboxone Pill,1180239,SBDG,55700018430,351266,
SBDG,Suboxone Sublingual Product,1297024,SBDG,55700018430,351266,
BN,Suboxone,352990,BN,228315573,351267,
BPCK,,,,228315573,351267,
GPCK,,,,228315573,351267,
MIN,Buprenorphine / Naloxone,352364,MIN,228315573,351267,NALOXONE
PIN,,,,228315573,351267,
SBD,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone],1010609,SBD,228315573,351267,NALOXONE
SBDC,Buprenorphine 8 MG / Naloxone 2 MG [Suboxone],1010605,SBDC,228315573,351267,NALOXONE
SBDF,Buprenorphine / Naloxone Sublingual Tablet [Suboxone],1010607,SBDF,228315573,351267,NALOXONE
SCD,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet,351267,SCD,228315573,351267,NALOXONE
SCDF,Buprenorphine / Naloxone Sublingual Tablet,378762,SCDF,228315573,351267,NALOXONE
SCDG,Buprenorphine / Naloxone Oral Product,1151359,SCDG,228315573,351267,NALOXONE
SCDG,Buprenorphine / Naloxone Pill,1151360,SCDG,228315573,351267,NALOXONE
SCDG,Buprenorphine / Naloxone Sublingual Product,1294831,SCDG,228315573,351267,NALOXONE
SBDG,Suboxone Oral Product,1180238,SBDG,228315573,351267,
SBDG,Suboxone Pill,1180239,SBDG,228315573,351267,
SBDG,Suboxone Sublingual Product,1297024,SBDG,228315573,351267,
BN,,,,228315603,351264,
BPCK,,,,228315603,351264,
GPCK,,,,228315603,351264,
MIN,,,,228315603,351264,
PIN,,,,228315603,351264,
SBD,,,,228315603,351264,
SBDC,,,,228315603,351264,
SBDF,,,,228315603,351264,
SCD,Buprenorphine 2 MG Sublingual Tablet,351264,SCD,228315603,351264,BUPRENORPHINE
SCDF,Buprenorphine Sublingual Tablet,371161,SCDF,228315603,351264,BUPRENORPHINE
SCDG,Buprenorphine Oral Product,1151362,SCDG,228315603,351264,BUPRENORPHINE
SCDG,Buprenorphine Pill,1151363,SCDG,228315603,351264,BUPRENORPHINE
SCDG,Buprenorphine Sublingual Product,1295116,SCDG,228315603,351264,BUPRENORPHINE
SBDG,,,,228315603,351264,
BN,Subutex,1818,BN,228315303,351265,
BPCK,,,,228315303,351265,
GPCK,,,,228315303,351265,
MIN,,,,228315303,351265,
PIN,,,,228315303,351265,
SBD,Buprenorphine 8 MG Sublingual Tablet [Subutex],404414,SBD,228315303,351265,BUPRENORPHINE
SBDC,Buprenorphine 8 MG [Subutex],576376,SBDC,228315303,351265,BUPRENORPHINE
SBDF,Buprenorphine Sublingual Tablet [Subutex],384593,SBDF,228315303,351265,BUPRENORPHINE
SCD,Buprenorphine 8 MG Sublingual Tablet,351265,SCD,228315303,351265,BUPRENORPHINE
SCDF,Buprenorphine Sublingual Tablet,371161,SCDF,228315303,351265,BUPRENORPHINE
SCDG,Buprenorphine Oral Product,1151362,SCDG,228315303,351265,BUPRENORPHINE
SCDG,Buprenorphine Pill,1151363,SCDG,228315303,351265,BUPRENORPHINE
SCDG,Buprenorphine Sublingual Product,1295116,SCDG,228315303,351265,BUPRENORPHINE
SBDG,Subutex Oral Product,1180241,SBDG,228315303,351265,
SBDG,Subutex Pill,1180242,SBDG,228315303,351265,
SBDG,Subutex Sublingual Product,1295833,SBDG,228315303,351265,
BN,,,,603255321,993943,
BPCK,,,,603255321,993943,
GPCK,,,,603255321,993943,
MIN,Acetaminophen / butalbital / Caffeine / Codeine,689561,MIN,603255321,993943,CODEINE
PIN,Codeine Phosphate,2672,PIN,603255321,993943,CODEINE
SBD,,,,603255321,993943,
SBDC,,,,603255321,993943,
SBDF,,,,603255321,993943,
SCD,Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,993943,SCD,603255321,993943,CODEINE
SCDF,Acetaminophen / butalbital / Caffeine / Codeine Oral Capsule,374830,SCDF,603255321,993943,CODEINE
SCDG,Acetaminophen / butalbital / Caffeine / Codeine Oral Product,1152250,SCDG,603255321,993943,CODEINE
SCDG,Acetaminophen / butalbital / Caffeine / Codeine Pill,1152251,SCDG,603255321,993943,CODEINE
SBDG,,,,603255321,993943,
BN,Fioricet with Codeine,217126,BN,591264101,1431286,CODEINE
BPCK,,,,591264101,1431286,
GPCK,,,,591264101,1431286,
MIN,Acetaminophen / butalbital / Caffeine / Codeine,689561,MIN,591264101,1431286,CODEINE
PIN,Codeine Phosphate,2672,PIN,591264101,1431286,CODEINE
SBD,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine],1433802,SBD,591264101,1431286,CODEINE
SBDC,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG [Fioricet with Codeine],1433801,SBDC,591264101,1431286,CODEINE
SBDF,Acetaminophen / butalbital / Caffeine / Codeine Oral Capsule [Fioricet with Codeine],366536,SBDF,591264101,1431286,CODEINE
SCD,Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule,1431286,SCD,591264101,1431286,CODEINE
SCDF,Acetaminophen / butalbital / Caffeine / Codeine Oral Capsule,374830,SCDF,591264101,1431286,CODEINE
SCDG,Acetaminophen / butalbital / Caffeine / Codeine Oral Product,1152250,SCDG,591264101,1431286,CODEINE
SCDG,Acetaminophen / butalbital / Caffeine / Codeine Pill,1152251,SCDG,591264101,1431286,CODEINE
SBDG,Fioricet with Codeine Oral Product,1168324,SBDG,591264101,1431286,CODEINE
SBDG,Fioricet with Codeine Pill,1168325,SBDG,591264101,1431286,CODEINE
BN,Soma Compound with Codeine,219980,BN,64980017601,994226,CODEINE
BPCK,,,,64980017601,994226,
GPCK,,,,64980017601,994226,
MIN,Aspirin / Carisoprodol / Codeine,689522,MIN,64980017601,994226,CODEINE
PIN,Codeine Phosphate,2672,PIN,64980017601,994226,CODEINE
SBD,Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet [Soma Compound with Codeine],994228,SBD,64980017601,994226,CODEINE
SBDC,Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG [Soma Compound with Codeine],994227,SBDC,64980017601,994226,CODEINE
SBDF,Aspirin / Carisoprodol / Codeine Oral Tablet [Soma Compound with Codeine],94125,SBDF,64980017601,994226,CODEINE
SCD,Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet,994226,SCD,64980017601,994226,CODEINE
SCDF,Aspirin / Carisoprodol / Codeine Oral Tablet,374760,SCDF,64980017601,994226,CODEINE
SCDG,Aspirin / Carisoprodol / Codeine Oral Product,1153529,SCDG,64980017601,994226,CODEINE
SCDG,Aspirin / Carisoprodol / Codeine Pill,1153530,SCDG,64980017601,994226,CODEINE
SBDG,Soma Compound with Codeine Oral Product,1184849,SBDG,64980017601,994226,CODEINE
SBDG,Soma Compound with Codeine Pill,1185412,SBDG,64980017601,994226,CODEINE
,,,,,,
,Acetaminophen 750 MG / Hydrocodone Bitartrate 7.5 ,833036,,,,HYDROCODONE
,Acetaminophen 750 MG / Hydrocodone Bitartrate 10 M,856892,,,,HYDROCODONE
,Acetaminophen 750 MG / Hydrocodone Bitartrate 7.5 ,856898,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG,856903,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG,856907,,,,HYDROCODONE
,Acetaminophen 660 MG / Hydrocodone Bitartrate 10 M,856908,,,,HYDROCODONE
,Acetaminophen 660 MG / Hydrocodone Bitartrate 10 M,856912,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG,856962,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG,857002,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG,857004,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 ,857005,,,,HYDROCODONE
,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 ,857007,,,,HYDROCODONE
,Acetaminophen 650 MG / Hydrocodone Bitartrate 7.5 ,857083,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 10 M,857107,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 10 M,857109,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG,857117,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 7.5 ,857118,,,,HYDROCODONE
,Acetaminophen 500 MG / Hydrocodone Bitartrate 7.5 ,857120,,,,HYDROCODONE
,Acetaminophen 400 MG / Hydrocodone Bitartrate 7.5 ,857136,,,,HYDROCODONE
,Acetaminophen 650 MG / Hydrocodone Bitartrate 10 M,857383,,,,HYDROCODONE
,Acetaminophen 650 MG / Hydrocodone Bitartrate 10 M,857385,,,,HYDROCODONE
,Acetaminophen 650 MG / Hydrocodone Bitartrate 7.5 ,857387,,,,HYDROCODONE
,Abuse-Deterrent Morphine Sulfate 20 MG / Naltrexon,863849,,,,MORPHINE
,Morphine Sulfate 15 MG Oral Tablet,892582,,,,MORPHINE
,Morphine Sulfate 2 MG/ML Oral Solution,892589,,,,MORPHINE
,Morphine Sulfate 4 MG/ML Oral Solution,894780,,,,MORPHINE
,Morphine Sulfate 15 MG/ML Injectable Solution,895194,,,,MORPHINE
,Codeine Phosphate 2 MG/ML / Promethazine Hydrochlo,991486,,,,CODEINE
,Codeine Phosphate 2 MG/ML / Promethazine Hydrochlo,991502,,,,CODEINE
,homatropine methylbromide 0.3 MG/ML / Hydrocodone ,992668,,,,HYDROCODONE
